championid,matchid,teamid,killingsprees,totdmgdealt,visionscore,win,goldearned,champlvl,totheal,totdmgtaken,towerkills,inhibkills_y,baronkills,dragonkills,harrykills,KDA,support_champion
223,46535.0,100.0,0.09090909090909091,0.9996241266048077,0.0,0.0,0.2133869276476756,0.7058823529411764,0.05604856601185915,0.25770024932100727,0.125,0.0,0.2,0.0,0.0,0.014583333333333332,26.0
236,89497.5,200.0,0.18181818181818182,0.9996622915988101,0.0446927374301676,1.0,0.30841488989863686,0.8235294117647058,0.034609334032511804,0.1834180110866455,0.4375,0.07692307692307693,0.0,0.14285714285714285,0.0,0.05492424242424242,99.0
238,110500.0,200.0,0.18181818181818182,0.9996550886058208,0.0558659217877095,1.0,0.32075032040079227,0.8235294117647058,0.025311605017950066,0.19650950589888364,0.4375,0.07692307692307693,0.0,0.2857142857142857,0.0,0.05208333333333333,98.0
240,58749.5,200.0,0.13636363636363635,0.9996443905937444,0.0,0.5,0.2745252242805546,0.7058823529411764,0.02641583639223912,0.25641508948996294,0.40625,0.038461538461538464,0.1,0.14285714285714285,0.5,0.03993055555555555,234.0
245,132697.0,100.0,0.09090909090909091,0.9996765395560242,0.08379888268156425,0.0,0.32666317138529655,0.8235294117647058,0.05058287281674802,0.21945389274912824,0.25,0.0,0.0,0.14285714285714285,0.0,0.0390625,117.0
266,101661.0,100.0,0.2727272727272727,0.9996866245375169,0.0,0.0,0.36942211348013515,0.9411764705882353,0.08549473599290065,0.26671350360273144,0.125,0.0,0.2,0.14285714285714285,0.0,0.05555555555555555,37.0
267,54895.5,100.0,0.18181818181818182,0.9996498382804839,0.06424581005586592,1.0,0.3104246766864733,0.7647058823529411,0.09477733855028035,0.1574834856961711,0.65625,0.23076923076923078,0.0,0.4285714285714285,0.5,0.23958333333333331,85.0
268,119966.0,100.0,0.18181818181818182,0.9996571581077,0.0335195530726257,0.0,0.2620878480717698,0.7647058823529411,0.034982453309668836,0.16858726663639403,0.3125,0.0,0.0,0.14285714285714285,0.0,0.03819444444444444,267.0
412,108971.5,200.0,0.13636363636363635,0.9996568064413325,0.04748603351955308,0.0,0.2988611208202261,0.8235294117647058,0.032415997741115726,0.18741485816119333,0.3125,0.0,0.0,0.14285714285714285,0.0,0.042286706349206345,53.0
420,144293.0,100.0,0.09090909090909091,0.9996631306175094,0.0111731843575419,0.0,0.29270068740533617,0.7647058823529411,0.04891896252672341,0.30796713417925414,0.25,0.0,0.0,0.0,0.0,0.023148148148148147,76.0
429,97188.0,100.0,0.18181818181818182,0.9996625883391268,0.02793296089385475,0.0,0.3084294535710125,0.7647058823529411,0.03523456092936953,0.1776690627757739,0.4375,0.07692307692307693,0.0,0.14285714285714285,0.0,0.046875,111.0
432,102658.0,200.0,0.09090909090909091,0.9996548903134679,0.0446927374301676,0.0,0.29584644063847143,0.8235294117647058,0.04910048001290791,0.18207287713015244,0.25,0.0,0.0,0.14285714285714285,0.0,0.041666666666666664,103.0
497,73862.5,150.0,0.09090909090909091,0.9996215809219967,0.030726256983240226,0.5,0.21281894442502622,0.6176470588235294,0.039313662216126824,0.09131060599569901,0.34375,0.07692307692307693,0.1,0.2857142857142857,0.25,0.20684523809523808,48.0
498,88712.0,200.0,0.18181818181818182,0.9996659504650994,0.0446927374301676,0.0,0.30574973785389725,0.8235294117647058,0.029889879391714738,0.1610133913654395,0.4375,0.07692307692307693,0.0,0.14285714285714285,0.0,0.049479166666666664,117.0
516,93835.5,100.0,0.18181818181818182,0.9996641721178368,0.0446927374301676,1.0,0.3080507980892462,0.8235294117647058,0.03189665604453229,0.16569137315044083,0.4375,0.07692307692307693,0.0,0.14285714285714285,0.0,0.05113636363636363,89.0
